infected_strain,tested_strain,log_titer,tested_year,infected_year,year_diff
NL/218/95,LY/2380/81,NA,1981,1995,-14
NL/218/95,BI/4791/81,NA,1981,1995,-14
NL/218/95,BI/10684/82,NA,1982,1995,-13
NL/218/95,OS/13676/83,NA,1983,1995,-12
NL/218/95,NL/333/85,NA,1985,1995,-10
NL/218/95,BA/1/79,NA,1979,1995,-16
NL/218/95,PH/2/82,0,1982,1995,-13
NL/218/95,CE/1/84,NA,1984,1995,-11
NL/218/95,LE/360/86,NA,1986,1995,-9
NL/218/95,VI/1/88,NA,1988,1995,-7
NL/218/95,CC/2/88,NA,1988,1995,-7
NL/218/95,ST/12/88,NA,1988,1995,-7
NL/218/95,EN/138/89,NA,1989,1995,-6
NL/218/95,EI/3447/89,NA,1989,1995,-6
NL/218/95,EN/427/88,NA,1988,1995,-7
NL/218/95,GE/5007/89,NA,1989,1995,-6
NL/218/95,WE/3/90,NA,1990,1995,-5
NL/218/95,WK/1/89,NA,1989,1995,-6
NL/218/95,AT/3572DASH5/88,NA,1988,1995,-7
NL/218/95,SH/11/87,NA,1987,1995,-8
NL/218/95,GU/54/89,NA,1989,1995,-6
NL/218/95,HK/1/89,NA,1989,1995,-6
NL/218/95,NL/650/89,NA,1989,1995,-6
NL/218/95,NL/738/89,NA,1989,1995,-6
NL/218/95,SP/35/89,NA,1989,1995,-6
NL/218/95,SP/40/89,NA,1989,1995,-6
NL/218/95,WE/5/89,NA,1989,1995,-6
NL/218/95,ME/2/90,NA,1990,1995,-5
NL/218/95,SU/1/90,NA,1990,1995,-5
NL/218/95,VI/33/92,NA,1992,1995,-3
NL/218/95,NL/891/91,NA,1991,1995,-4
NL/218/95,CA/1/91,NA,1991,1995,-4
NL/218/95,EN/260/91,NA,1991,1995,-4
NL/218/95,EN/261/91,NA,1991,1995,-4
NL/218/95,MA/G12/91,NA,1991,1995,-4
NL/218/95,NL/816/91,NA,1991,1995,-4
NL/218/95,AM/4112/92,NA,1992,1995,-3
NL/218/95,ES/1285/92,NA,1992,1995,-3
NL/218/95,FI/220/92,NA,1992,1995,-3
NL/218/95,MA/G58/92,NA,1992,1995,-3
NL/218/95,NI/3129/92,NA,1992,1995,-3
NL/218/95,NL/819/92,NA,1992,1995,-3
NL/218/95,NL/935/92,NA,1992,1995,-3
NL/218/95,PA/583/92,NA,1992,1995,-3
NL/218/95,PA/614/92,NA,1992,1995,-3
NL/218/95,SA/8/92,NA,1992,1995,-3
NL/218/95,SA/23/92,NA,1992,1995,-3
NL/218/95,SA/27/92,NA,1992,1995,-3
NL/218/95,ST/7/92,NA,1992,1995,-3
NL/218/95,VI/68/92,NA,1992,1995,-3
NL/218/95,GE/5366/91,NA,1991,1995,-4
NL/218/95,BE/353/89,0,1989,1995,-6
NL/218/95,LY/1182/91,NA,1991,1995,-4
NL/218/95,BE/352/89,NA,1989,1995,-6
NL/218/95,PA/467/92,NA,1992,1995,-3
NL/218/95,TI/5957/92,NA,1992,1995,-3
NL/218/95,AT/211/89,NA,1989,1995,-6
NL/218/95,SP/34/89,NA,1989,1995,-6
NL/218/95,SP/36/89,NA,1989,1995,-6
NL/218/95,SP/53/89,NA,1989,1995,-6
NL/218/95,VI/1/89,NA,1989,1995,-6
NL/218/95,ME/5/90,NA,1990,1995,-5
NL/218/95,SH/24/90,NA,1990,1995,-5
NL/218/95,BE/32/92,2.263034405833794,1992,1995,-3
NL/218/95,FI/247/92,NA,1992,1995,-3
NL/218/95,NL/938/92,NA,1992,1995,-3
NL/218/95,SE/C273/92,NA,1992,1995,-3
NL/218/95,ST/12/92,NA,1992,1995,-3
NL/218/95,ST/13/92,NA,1992,1995,-3
NL/218/95,UM/1982/92,NA,1992,1995,-3
NL/218/95,UM/2000/92,NA,1992,1995,-3
NL/218/95,AK/4/93,NA,1993,1995,-2
NL/218/95,ES/5458/93,NA,1993,1995,-2
NL/218/95,MA/G101/93,NA,1993,1995,-2
NL/218/95,MA/G109/93,NA,1993,1995,-2
NL/218/95,MA/G116/93,NA,1993,1995,-2
NL/218/95,MA/G122/93,NA,1993,1995,-2
NL/218/95,MA/G130/93,NA,1993,1995,-2
NL/218/95,NL/3/93,NA,1993,1995,-2
NL/218/95,NL/17/93,NA,1993,1995,-2
NL/218/95,NL/101/93,NA,1993,1995,-2
NL/218/95,NL/115/93,NA,1993,1995,-2
NL/218/95,NL/126/93,NA,1993,1995,-2
NL/218/95,NL/165/93,NA,1993,1995,-2
NL/218/95,NL/179/93,NA,1993,1995,-2
NL/218/95,PA/287/93,NA,1993,1995,-2
NL/218/95,SG/6/93,NA,1993,1995,-2
NL/218/95,YA/56/93,NA,1993,1995,-2
NL/218/95,YA/61/93,NA,1993,1995,-2
NL/218/95,YA/62/93,NA,1993,1995,-2
NL/218/95,NL/399/93,NA,1993,1995,-2
NL/218/95,SD/9/93,4,1993,1995,-2
NL/218/95,LY/672/93,NA,1993,1995,-2
NL/218/95,LY/1803/93,NA,1993,1995,-2
NL/218/95,NL/357/93,NA,1993,1995,-2
NL/218/95,NL/371/93,NA,1993,1995,-2
NL/218/95,NL/372/93,NA,1993,1995,-2
NL/218/95,NL/398/93,NA,1993,1995,-2
NL/218/95,NL/440/93,NA,1993,1995,-2
NL/218/95,OS/2219/93,NA,1993,1995,-2
NL/218/95,OS/2352/93,NA,1993,1995,-2
NL/218/95,ST/20/93,NA,1993,1995,-2
NL/218/95,VI/104/93,NA,1993,1995,-2
NL/218/95,WE/59/93,NA,1993,1995,-2
NL/218/95,SP/19/93,NA,1993,1995,-2
NL/218/95,LY/1815/93,NA,1993,1995,-2
NL/218/95,LY/22686/93,NA,1993,1995,-2
NL/218/95,LY/23602/93,NA,1993,1995,-2
NL/218/95,SP/3/93,NA,1993,1995,-2
NL/218/95,HK/1/94,NA,1994,1995,-1
NL/218/95,HK/2/94,NA,1994,1995,-1
NL/218/95,HK/55/94,NA,1994,1995,-1
NL/218/95,HK/56/94,NA,1994,1995,-1
NL/218/95,SA/15/94,NA,1994,1995,-1
NL/218/95,SA/25/94,NA,1994,1995,-1
NL/218/95,GD/25/93,6.678071905112637,1993,1995,-2
NL/218/95,SL/142/93,NA,1993,1995,-2
NL/218/95,SL/160/93,NA,1993,1995,-2
NL/218/95,EN/7/94,NA,1994,1995,-1
NL/218/95,JO/33/94,7.044394119358453,1994,1995,-1
NL/218/95,FI/338/95,6,1995,1995,0
NL/218/95,ST/506/95,7,1995,1995,0
NL/218/95,JO/47/94,NA,1994,1995,-1
NL/218/95,GE/A9509/95,6.332707933640605,1995,1995,0
NL/218/95,HK/32/95,NA,1995,1995,0
NL/218/95,GE/6447/91,NA,1991,1995,-4
NL/218/95,LY/1189/91,NA,1991,1995,-4
NL/218/95,LY/1276/91,NA,1991,1995,-4
NL/218/95,LY/1337/91,NA,1991,1995,-4
NL/218/95,LY/1373/91,NA,1991,1995,-4
NL/218/95,LY/1594/91,NA,1991,1995,-4
NL/218/95,LY/23672/91,NA,1991,1995,-4
NL/218/95,LY/24103/91,NA,1991,1995,-4
NL/218/95,LY/24222/91,NA,1991,1995,-4
NL/218/95,ST/20/91,NA,1991,1995,-4
NL/218/95,FI/218/92,NA,1992,1995,-3
NL/218/95,GE/5113/92,NA,1992,1995,-3
NL/218/95,HO/56798/92,NA,1992,1995,-3
NL/218/95,HO/56829/92,NA,1992,1995,-3
NL/218/95,HO/56941/92,NA,1992,1995,-3
NL/218/95,OV/31/92,NA,1992,1995,-3
NL/218/95,NI/3126/92,NA,1992,1995,-3
NL/218/95,NL/823/92,NA,1992,1995,-3
NL/218/95,PA/320/92,NA,1992,1995,-3
NL/218/95,PA/325/92,NA,1992,1995,-3
NL/218/95,PA/407/92,NA,1992,1995,-3
NL/218/95,PA/417/92,NA,1992,1995,-3
NL/218/95,PA/424/92,NA,1992,1995,-3
NL/218/95,PA/457/92,NA,1992,1995,-3
NL/218/95,PA/490/92,NA,1992,1995,-3
NL/218/95,PA/512/92,NA,1992,1995,-3
NL/218/95,PA/548/92,NA,1992,1995,-3
NL/218/95,PA/564/92,NA,1992,1995,-3
NL/218/95,PA/597/92,NA,1992,1995,-3
NL/218/95,RD/100540/92,NA,1992,1995,-3
NL/218/95,ST/8/92,NA,1992,1995,-3
NL/218/95,FI/339/95,7,1995,1995,0
NL/218/95,HK/3/95,NA,1995,1995,0
NL/218/95,FI/381/95,6.4379600883344725,1995,1995,0
NL/218/95,HK/38/95,7,1995,1995,0
NL/218/95,HK/49/95,7,1995,1995,0
NL/218/95,HK/55/95,4.968090752045256,1995,1995,0
NL/218/95,LY/2279/95,5.485426827170242,1995,1995,0
NL/218/95,NA/933/95,5.149747119504682,1995,1995,0
NL/218/95,NL/271/95,6,1995,1995,0
NL/218/95,VI/75/95,6.584962500721156,1995,1995,0
NL/218/95,WU/359/95,4.087462841250339,1995,1995,0
NL/218/95,BR/8/96,3.678071905112638,1996,1995,1
NL/218/95,GE/3958/96,5.9818526532897405,1996,1995,1
NL/218/95,HK/20/96,5.112700132749362,1996,1995,1
NL/218/95,HK/42/96,7.036723106005525,1996,1995,1
NL/218/95,HK/357/96,6,1996,1995,1
NL/218/95,HK/358/96,4,1996,1995,1
NL/218/95,HK/434/96,6.249824548616183,1996,1995,1
NL/218/95,NL/91/96,8,1996,1995,1
NL/218/95,SP/1/96,4.044394119358453,1996,1995,1
NL/218/95,HK/1/97,4.554588851677638,1997,1995,2
NL/218/95,NE/491/97,3.4462562298895643,1997,1995,2
NL/218/95,AU/10/97,3,1997,1995,2
NL/218/95,HK/280/97,3.4329594072761065,1997,1995,2
NL/218/95,NL/300/97,NA,1997,1995,2
NL/218/95,SY/5/97,NA,1997,1995,2
NL/218/95,NL/5/98,4.026800059343715,1998,1995,3
NL/218/95,LY/1781/96,5,1996,1995,1
NL/218/95,JO/10/97,4,1997,1995,2
NL/218/95,OS/21/97,4,1997,1995,2
NL/218/95,OS/244/97,5,1997,1995,2
NL/218/95,NL/414/98,NA,1998,1995,3
NL/218/95,NL/462/98,NA,1998,1995,3
NL/218/95,MW/10/99,NA,1999,1995,4
NL/218/95,NL/301/99,NA,1999,1995,4
NL/218/95,NL/3/00,NA,2000,1995,5
NL/218/95,NL/427/98,2,1998,1995,3
NL/218/95,TE/1/77,NA,1977,1995,-18
NL/218/95,GF/V728/85,NA,1985,1995,-10
NL/218/95,PM/2007/99,NA,1999,1995,4
NL/218/95,NL/118/01,NA,2001,1995,6
NL/218/95,NL/126/01,NA,2001,1995,6
NL/218/95,NL/1/02,NA,2002,1995,7
NL/218/95,NL/120/02,NA,2002,1995,7
NL/218/95,NL/18/94,4.392317422778761,1994,1995,-1
NL/218/95,FU/411/02,NA,2002,1995,7
NL/218/95,NL/22/03,NA,2003,1995,8
NL/218/95,NL/213/03,NA,2003,1995,8
NL/218/95,NL/217/03,NA,2003,1995,8
NL/218/95,NL/222/03,NA,2003,1995,8
NL/218/95,FI/170/03,NA,2003,1995,8
NL/218/95,NL/124/01,NA,2001,1995,6
NL/218/95,NL/20/03,NA,2003,1995,8
NL/218/95,HK/1/68,0,1968,1995,-27
NL/218/95,HK/107/71,NA,1971,1995,-24
NL/218/95,EN/42/72,NA,1972,1995,-23
NL/218/95,PC/1/73,0,1973,1995,-22
NL/218/95,VI/3/75,NA,1975,1995,-20
NL/172/96,BI/15793/68,NA,1968,1996,-28
NL/172/96,BI/16190/68,0,1968,1996,-28
NL/172/96,BI/16398/68,NA,1968,1996,-28
NL/172/96,BI/808/69,NA,1969,1996,-27
NL/172/96,BI/908/69,NA,1969,1996,-27
NL/172/96,BI/17938/69,NA,1969,1996,-27
NL/172/96,BI/93/70,NA,1970,1996,-26
NL/172/96,BI/2668/70,NA,1970,1996,-26
NL/172/96,BI/6449/71,NA,1971,1996,-25
NL/172/96,BI/21438/71,NA,1971,1996,-25
NL/172/96,BI/21801/71,NA,1971,1996,-25
NL/172/96,BI/6022/72,NA,1972,1996,-24
NL/172/96,BI/5168/76,NA,1976,1996,-20
NL/172/96,BI/4273/75,NA,1975,1996,-21
NL/172/96,BI/334/75,NA,1975,1996,-21
NL/172/96,BI/1843/75,NA,1975,1996,-21
NL/172/96,BI/21793/72,0,1972,1996,-24
NL/172/96,BI/23290/72,NA,1972,1996,-24
NL/172/96,BI/23337/72,NA,1972,1996,-24
NL/172/96,BI/552/73,NA,1973,1996,-23
NL/172/96,BI/748/73,NA,1973,1996,-23
NL/172/96,BI/3517/73,NA,1973,1996,-23
NL/172/96,BI/5146/74,NA,1974,1996,-22
NL/172/96,BI/5930/74,0,1974,1996,-22
NL/172/96,BI/5931/74,NA,1974,1996,-22
NL/172/96,BI/7398/74,NA,1974,1996,-22
NL/172/96,BI/9459/74,NA,1974,1996,-22
NL/172/96,BI/2600/75,NA,1975,1996,-21
NL/172/96,BI/2813/75,0,1975,1996,-21
NL/172/96,BI/628/76,NA,1976,1996,-20
NL/172/96,BI/1761/76,NA,1976,1996,-20
NL/172/96,BI/2271/76,NA,1976,1996,-20
NL/172/96,BI/5029/76,NA,1976,1996,-20
NL/172/96,BI/5657/76,NA,1976,1996,-20
NL/172/96,BI/6545/76,NA,1976,1996,-20
NL/172/96,AM/1609/77,0,1977,1996,-19
NL/172/96,BI/3895/77,NA,1977,1996,-19
NL/172/96,RD/5828/77,NA,1977,1996,-19
NL/172/96,RD/8179/77,NA,1977,1996,-19
NL/172/96,NL/209/80,0,1980,1996,-16
NL/172/96,RD/577/80,0,1980,1996,-16
NL/172/96,NL/233/82,0,1982,1996,-14
NL/172/96,NL/241/82,0,1982,1996,-14
NL/172/96,NL/330/85,0,1985,1996,-11
NL/172/96,ST/10/85,0,1985,1996,-11
NL/172/96,CO/2/86,0,1986,1996,-10
NL/172/96,NL/450/88,0,1988,1996,-8
NL/172/96,NL/620/89,0,1989,1996,-7
NL/172/96,VI/2/90,1,1990,1996,-6
NL/172/96,LY/1149/91,NA,1991,1996,-5
NL/172/96,MA/G102/93,3.596935142387232,1993,1996,-3
NL/172/96,MA/G252/93,5.083213368248981,1993,1996,-3
NL/172/96,NL/241/93,4.336283387864432,1993,1996,-3
NL/172/96,NL/1/95,NA,1995,1996,-1
NL/172/96,WE/4/85,NA,1985,1996,-11
NL/172/96,OK/5/88,NA,1988,1996,-8
NL/172/96,SI/2/87,0,1987,1996,-9
NL/172/96,VI/7/87,NA,1987,1996,-9
NL/172/96,AL/4382/82,NA,1982,1996,-14
NL/172/96,LY/2380/81,NA,1981,1996,-15
NL/172/96,BI/4791/81,NA,1981,1996,-15
NL/172/96,BI/10684/82,NA,1982,1996,-14
NL/172/96,OS/13676/83,NA,1983,1996,-13
NL/172/96,NL/333/85,NA,1985,1996,-11
NL/172/96,BA/1/79,NA,1979,1996,-17
NL/172/96,PH/2/82,0,1982,1996,-14
NL/172/96,CE/1/84,NA,1984,1996,-12
NL/172/96,LE/360/86,NA,1986,1996,-10
NL/172/96,VI/1/88,NA,1988,1996,-8
NL/172/96,CC/2/88,NA,1988,1996,-8
NL/172/96,ST/12/88,NA,1988,1996,-8
NL/172/96,EN/138/89,NA,1989,1996,-7
NL/172/96,EI/3447/89,NA,1989,1996,-7
NL/172/96,EN/427/88,NA,1988,1996,-8
NL/172/96,GE/5007/89,NA,1989,1996,-7
NL/172/96,WE/3/90,0.8479969065549501,1990,1996,-6
NL/172/96,WK/1/89,NA,1989,1996,-7
NL/172/96,AT/3572DASH5/88,NA,1988,1996,-8
NL/172/96,SH/11/87,NA,1987,1996,-9
NL/172/96,GU/54/89,NA,1989,1996,-7
NL/172/96,HK/1/89,NA,1989,1996,-7
NL/172/96,NL/650/89,NA,1989,1996,-7
NL/172/96,NL/738/89,NA,1989,1996,-7
NL/172/96,SP/35/89,NA,1989,1996,-7
NL/172/96,SP/40/89,NA,1989,1996,-7
NL/172/96,WE/5/89,NA,1989,1996,-7
NL/172/96,ME/2/90,NA,1990,1996,-6
NL/172/96,SU/1/90,NA,1990,1996,-6
NL/172/96,VI/33/92,0,1992,1996,-4
NL/172/96,NL/891/91,0.5849625007211562,1991,1996,-5
NL/172/96,CA/1/91,NA,1991,1996,-5
NL/172/96,EN/260/91,0.5849625007211562,1991,1996,-5
NL/172/96,EN/261/91,1.3219280948873624,1991,1996,-5
NL/172/96,MA/G12/91,0,1991,1996,-5
NL/172/96,NL/816/91,0,1991,1996,-5
NL/172/96,AM/4112/92,1,1992,1996,-4
NL/172/96,ES/1285/92,0.5849625007211562,1992,1996,-4
NL/172/96,FI/220/92,0,1992,1996,-4
NL/172/96,MA/G58/92,1,1992,1996,-4
NL/172/96,NI/3129/92,0,1992,1996,-4
NL/172/96,NL/819/92,1.584962500721156,1992,1996,-4
NL/172/96,NL/935/92,1,1992,1996,-4
NL/172/96,PA/583/92,0,1992,1996,-4
NL/172/96,PA/614/92,1,1992,1996,-4
NL/172/96,SA/8/92,0,1992,1996,-4
NL/172/96,SA/23/92,0,1992,1996,-4
NL/172/96,SA/27/92,1,1992,1996,-4
NL/172/96,ST/7/92,0,1992,1996,-4
NL/172/96,VI/68/92,NA,1992,1996,-4
NL/172/96,GE/5366/91,NA,1991,1996,-5
NL/172/96,BE/353/89,1,1989,1996,-7
NL/172/96,LY/1182/91,2,1991,1996,-5
NL/172/96,BE/352/89,0,1989,1996,-7
NL/172/96,PA/467/92,0,1992,1996,-4
NL/172/96,TI/5957/92,0.5849625007211562,1992,1996,-4
NL/172/96,AT/211/89,NA,1989,1996,-7
NL/172/96,SP/34/89,NA,1989,1996,-7
NL/172/96,SP/36/89,NA,1989,1996,-7
NL/172/96,SP/53/89,NA,1989,1996,-7
NL/172/96,VI/1/89,NA,1989,1996,-7
NL/172/96,ME/5/90,NA,1990,1996,-6
NL/172/96,SH/24/90,0.8479969065549501,1990,1996,-6
NL/172/96,BE/32/92,2.263034405833794,1992,1996,-4
NL/172/96,FI/247/92,NA,1992,1996,-4
NL/172/96,NL/938/92,2.807354922057604,1992,1996,-4
NL/172/96,SE/C273/92,1.8073549220576042,1992,1996,-4
NL/172/96,ST/12/92,3,1992,1996,-4
NL/172/96,ST/13/92,0.2630344058337938,1992,1996,-4
NL/172/96,UM/1982/92,NA,1992,1996,-4
NL/172/96,UM/2000/92,0.8479969065549501,1992,1996,-4
NL/172/96,AK/4/93,2.4594316186372973,1993,1996,-3
NL/172/96,ES/5458/93,2.584962500721156,1993,1996,-3
NL/172/96,MA/G101/93,0,1993,1996,-3
NL/172/96,MA/G109/93,3.807354922057604,1993,1996,-3
NL/172/96,MA/G116/93,0.5849625007211562,1993,1996,-3
NL/172/96,MA/G122/93,4.584962500721156,1993,1996,-3
NL/172/96,MA/G130/93,1.8073549220576042,1993,1996,-3
NL/172/96,NL/3/93,3.292781749227846,1993,1996,-3
NL/172/96,NL/17/93,NA,1993,1996,-3
NL/172/96,NL/101/93,1,1993,1996,-3
NL/172/96,NL/115/93,2,1993,1996,-3
NL/172/96,NL/126/93,1,1993,1996,-3
NL/172/96,NL/165/93,0,1993,1996,-3
NL/172/96,NL/179/93,NA,1993,1996,-3
NL/172/96,PA/287/93,NA,1993,1996,-3
NL/172/96,SG/6/93,3.321928094887362,1993,1996,-3
NL/172/96,YA/56/93,3.321928094887362,1993,1996,-3
NL/172/96,YA/61/93,0.37851162325372983,1993,1996,-3
NL/172/96,YA/62/93,3.169925001442312,1993,1996,-3
NL/172/96,NL/399/93,5.321928094887363,1993,1996,-3
NL/172/96,SD/9/93,2,1993,1996,-3
NL/172/96,LY/672/93,3.584962500721156,1993,1996,-3
NL/172/96,LY/1803/93,NA,1993,1996,-3
NL/172/96,NL/357/93,2.807354922057604,1993,1996,-3
NL/172/96,NL/371/93,2.9068905956085187,1993,1996,-3
NL/172/96,NL/372/93,4,1993,1996,-3
NL/172/96,NL/398/93,4.584962500721156,1993,1996,-3
NL/172/96,NL/440/93,3.321928094887362,1993,1996,-3
NL/172/96,OS/2219/93,4.584962500721156,1993,1996,-3
NL/172/96,OS/2352/93,1.8073549220576042,1993,1996,-3
NL/172/96,ST/20/93,5.37851162325373,1993,1996,-3
NL/172/96,VI/104/93,4.584962500721156,1993,1996,-3
NL/172/96,WE/59/93,4.321928094887363,1993,1996,-3
NL/172/96,SP/19/93,5,1993,1996,-3
NL/172/96,LY/1815/93,4.807354922057604,1993,1996,-3
NL/172/96,LY/22686/93,2.321928094887362,1993,1996,-3
NL/172/96,LY/23602/93,3.584962500721156,1993,1996,-3
NL/172/96,SP/3/93,3,1993,1996,-3
NL/172/96,HK/1/94,4,1994,1996,-2
NL/172/96,HK/2/94,4,1994,1996,-2
NL/172/96,HK/55/94,5.807354922057604,1994,1996,-2
NL/172/96,HK/56/94,5,1994,1996,-2
NL/172/96,SA/15/94,5,1994,1996,-2
NL/172/96,SA/25/94,5,1994,1996,-2
NL/172/96,GD/25/93,3.548436624696042,1993,1996,-3
NL/172/96,SL/142/93,3,1993,1996,-3
NL/172/96,SL/160/93,3.321928094887362,1993,1996,-3
NL/172/96,EN/7/94,5.584962500721156,1994,1996,-2
NL/172/96,JO/33/94,3,1994,1996,-2
NL/172/96,FI/338/95,6.195741293246449,1995,1996,-1
NL/172/96,ST/506/95,5,1995,1996,-1
NL/172/96,JO/47/94,2,1994,1996,-2
NL/172/96,GE/A9509/95,3.584962500721156,1995,1996,-1
NL/172/96,HK/32/95,5,1995,1996,-1
NL/172/96,GE/6447/91,1.3219280948873624,1991,1996,-5
NL/172/96,LY/1189/91,1,1991,1996,-5
NL/172/96,LY/1276/91,2.584962500721156,1991,1996,-5
NL/172/96,LY/1337/91,NA,1991,1996,-5
NL/172/96,LY/1373/91,1,1991,1996,-5
NL/172/96,LY/1594/91,0,1991,1996,-5
NL/172/96,LY/23672/91,0,1991,1996,-5
NL/172/96,LY/24103/91,1,1991,1996,-5
NL/172/96,LY/24222/91,2,1991,1996,-5
NL/172/96,ST/20/91,0,1991,1996,-5
NL/172/96,FI/218/92,1,1992,1996,-4
NL/172/96,GE/5113/92,0,1992,1996,-4
NL/172/96,HO/56798/92,0,1992,1996,-4
NL/172/96,HO/56829/92,2,1992,1996,-4
NL/172/96,HO/56941/92,1,1992,1996,-4
NL/172/96,OV/31/92,0.5849625007211562,1992,1996,-4
NL/172/96,NI/3126/92,1.584962500721156,1992,1996,-4
NL/172/96,NL/823/92,1,1992,1996,-4
NL/172/96,PA/320/92,0.8479969065549501,1992,1996,-4
NL/172/96,PA/325/92,0.2630344058337938,1992,1996,-4
NL/172/96,PA/407/92,0,1992,1996,-4
NL/172/96,PA/417/92,2.321928094887362,1992,1996,-4
NL/172/96,PA/424/92,2,1992,1996,-4
NL/172/96,PA/457/92,-1,1992,1996,-4
NL/172/96,PA/490/92,1.3219280948873624,1992,1996,-4
NL/172/96,PA/512/92,1,1992,1996,-4
NL/172/96,PA/548/92,0,1992,1996,-4
NL/172/96,PA/564/92,2.584962500721156,1992,1996,-4
NL/172/96,PA/597/92,1,1992,1996,-4
NL/172/96,RD/100540/92,NA,1992,1996,-4
NL/172/96,ST/8/92,1.584962500721156,1992,1996,-4
NL/172/96,FI/339/95,4.807354922057604,1995,1996,-1
NL/172/96,HK/3/95,5.807354922057604,1995,1996,-1
NL/172/96,FI/381/95,5,1995,1996,-1
NL/172/96,HK/38/95,6,1995,1996,-1
NL/172/96,HK/49/95,6.584962500721156,1995,1996,-1
NL/172/96,HK/55/95,6.798309782454597,1995,1996,-1
NL/172/96,LY/2279/95,5.517275693209582,1995,1996,-1
NL/172/96,NA/933/95,6.292781749227846,1995,1996,-1
NL/172/96,NL/271/95,6.584962500721156,1995,1996,-1
NL/172/96,VI/75/95,5,1995,1996,-1
NL/172/96,WU/359/95,5.181897643108388,1995,1996,-1
NL/172/96,BR/8/96,6.381975478557301,1996,1996,0
NL/172/96,GE/3958/96,6.87528859822269,1996,1996,0
NL/172/96,HK/20/96,6.842978831788326,1996,1996,0
NL/172/96,HK/42/96,3.277984747299765,1996,1996,0
NL/172/96,HK/357/96,8,1996,1996,0
NL/172/96,HK/358/96,6,1996,1996,0
NL/172/96,HK/434/96,2.321928094887362,1996,1996,0
NL/172/96,NL/91/96,2.584962500721156,1996,1996,0
NL/172/96,SP/1/96,5.87528859822269,1996,1996,0
NL/172/96,HK/1/97,6.416164164733128,1997,1996,1
NL/172/96,NE/491/97,5.572889668420581,1997,1996,1
NL/172/96,AU/10/97,4.596935142387232,1997,1996,1
NL/172/96,HK/280/97,6.431288654291593,1997,1996,1
NL/172/96,NL/300/97,5.399171093819823,1997,1996,1
NL/172/96,SY/5/97,3.548436624696042,1997,1996,1
NL/172/96,NL/5/98,5.760220946466509,1998,1996,2
NL/172/96,LY/1781/96,5.897240425574799,1996,1996,0
NL/172/96,JO/10/97,5.399171093819823,1997,1996,1
NL/172/96,OS/21/97,6.3957483281790335,1997,1996,1
NL/172/96,OS/244/97,6.145677455195635,1997,1996,1
NL/172/96,NL/414/98,4.986410935252045,1998,1996,2
NL/172/96,NL/462/98,NA,1998,1996,2
NL/172/96,MW/10/99,2.5360529002402097,1999,1996,3
NL/172/96,NL/301/99,3.1043366598147357,1999,1996,3
NL/172/96,NL/3/00,NA,2000,1996,4
NL/172/96,NL/427/98,3.8579809951275723,1998,1996,2
NL/172/96,TE/1/77,NA,1977,1996,-19
NL/172/96,GF/V728/85,NA,1985,1996,-11
NL/172/96,PM/2007/99,NA,1999,1996,3
NL/172/96,NL/118/01,NA,2001,1996,5
NL/172/96,NL/126/01,NA,2001,1996,5
NL/172/96,NL/1/02,4.602884408718419,2002,1996,6
NL/172/96,NL/120/02,NA,2002,1996,6
NL/172/96,NL/18/94,4.419538891513785,1994,1996,-2
NL/172/96,FU/411/02,0,2002,1996,6
NL/172/96,NL/22/03,3.321928094887362,2003,1996,7
NL/172/96,NL/213/03,4.321928094887363,2003,1996,7
NL/172/96,NL/217/03,2,2003,1996,7
NL/172/96,NL/222/03,3.321928094887362,2003,1996,7
NL/172/96,FI/170/03,2.321928094887362,2003,1996,7
NL/172/96,NL/124/01,4.807354922057604,2001,1996,5
NL/172/96,NL/20/03,6,2003,1996,7
NL/172/96,HK/1/68,0,1968,1996,-28
NL/172/96,HK/107/71,NA,1971,1996,-25
NL/172/96,EN/42/72,NA,1972,1996,-24
NL/172/96,PC/1/73,0,1973,1996,-23
NL/172/96,VI/3/75,NA,1975,1996,-21
BA/1/79,BI/15793/68,0,1968,1979,-11
BA/1/79,BI/16190/68,NA,1968,1979,-11
BA/1/79,BI/16398/68,NA,1968,1979,-11
BA/1/79,BI/808/69,NA,1969,1979,-10
BA/1/79,BI/908/69,NA,1969,1979,-10
BA/1/79,BI/17938/69,0,1969,1979,-10
BA/1/79,BI/93/70,0,1970,1979,-9
BA/1/79,BI/2668/70,0,1970,1979,-9
BA/1/79,BI/6449/71,0,1971,1979,-8
BA/1/79,BI/21438/71,0,1971,1979,-8
BA/1/79,BI/21801/71,0,1971,1979,-8
BA/1/79,BI/6022/72,0,1972,1979,-7
BA/1/79,BI/5168/76,NA,1976,1979,-3
BA/1/79,BI/4273/75,0,1975,1979,-4
BA/1/79,BI/334/75,0,1975,1979,-4
BA/1/79,BI/1843/75,NA,1975,1979,-4
BA/1/79,BI/21793/72,0,1972,1979,-7
BA/1/79,BI/23290/72,NA,1972,1979,-7
BA/1/79,BI/23337/72,NA,1972,1979,-7
BA/1/79,BI/552/73,NA,1973,1979,-6
BA/1/79,BI/748/73,0,1973,1979,-6
BA/1/79,BI/3517/73,0,1973,1979,-6
BA/1/79,BI/5146/74,0,1974,1979,-5
BA/1/79,BI/5930/74,NA,1974,1979,-5
BA/1/79,BI/5931/74,0,1974,1979,-5
BA/1/79,BI/7398/74,NA,1974,1979,-5
BA/1/79,BI/9459/74,0,1974,1979,-5
BA/1/79,BI/2600/75,NA,1975,1979,-4
