infected_strain,tested_strain,log_titer,tested_year,infected_year,year_diff
PC/1/73,BI/16398/68,4.862947248020921,1968,1973,-5
PC/1/73,BI/808/69,3.584962500721156,1969,1973,-4
PC/1/73,BI/908/69,3,1969,1973,-4
PC/1/73,BI/17938/69,3.4982508675278257,1969,1973,-4
PC/1/73,BI/93/70,NA,1970,1973,-3
PC/1/73,BI/2668/70,3,1970,1973,-3
PC/1/73,BI/6449/71,2.5109619192773796,1971,1973,-2
PC/1/73,BI/21438/71,3.797012977836145,1971,1973,-2
PC/1/73,BI/21801/71,4,1971,1973,-2
PC/1/73,BI/6022/72,4.498250867527825,1972,1973,-1
PC/1/73,BI/5168/76,6,1976,1973,3
PC/1/73,BI/4273/75,6,1975,1973,2
PC/1/73,BI/334/75,7,1975,1973,2
PC/1/73,BI/1843/75,7,1975,1973,2
PC/1/73,BI/21793/72,7,1972,1973,-1
PC/1/73,BI/23290/72,6,1972,1973,-1
PC/1/73,BI/23337/72,6,1972,1973,-1
PC/1/73,BI/552/73,7,1973,1973,0
PC/1/73,BI/748/73,7,1973,1973,0
PC/1/73,BI/3517/73,7,1973,1973,0
PC/1/73,BI/5146/74,6,1974,1973,1
PC/1/73,BI/5930/74,8,1974,1973,1
PC/1/73,BI/5931/74,6.499845887083206,1974,1973,1
PC/1/73,BI/7398/74,8,1974,1973,1
PC/1/73,BI/9459/74,8,1974,1973,1
PC/1/73,BI/2600/75,7,1975,1973,2
PC/1/73,BI/2813/75,7,1975,1973,2
PC/1/73,BI/628/76,5,1976,1973,3
PC/1/73,BI/1761/76,5,1976,1973,3
PC/1/73,BI/2271/76,6,1976,1973,3
PC/1/73,BI/5029/76,4,1976,1973,3
PC/1/73,BI/5657/76,5,1976,1973,3
PC/1/73,BI/6545/76,5,1976,1973,3
PC/1/73,AM/1609/77,5,1977,1973,4
PC/1/73,BI/3895/77,5,1977,1973,4
PC/1/73,RD/5828/77,5,1977,1973,4
PC/1/73,RD/8179/77,6,1977,1973,4
PC/1/73,NL/209/80,NA,1980,1973,7
PC/1/73,RD/577/80,NA,1980,1973,7
PC/1/73,NL/233/82,NA,1982,1973,9
PC/1/73,NL/241/82,NA,1982,1973,9
PC/1/73,NL/330/85,NA,1985,1973,12
PC/1/73,ST/10/85,NA,1985,1973,12
PC/1/73,CO/2/86,NA,1986,1973,13
PC/1/73,NL/450/88,NA,1988,1973,15
PC/1/73,NL/620/89,NA,1989,1973,16
PC/1/73,VI/2/90,NA,1990,1973,17
PC/1/73,LY/1149/91,NA,1991,1973,18
PC/1/73,MA/G102/93,NA,1993,1973,20
PC/1/73,MA/G252/93,NA,1993,1973,20
PC/1/73,NL/241/93,NA,1993,1973,20
PC/1/73,NL/1/95,0,1995,1973,22
PC/1/73,WE/4/85,NA,1985,1973,12
PC/1/73,OK/5/88,NA,1988,1973,15
PC/1/73,SI/2/87,0,1987,1973,14
PC/1/73,VI/7/87,NA,1987,1973,14
PC/1/73,AL/4382/82,NA,1982,1973,9
PC/1/73,LY/2380/81,NA,1981,1973,8
PC/1/73,BI/4791/81,NA,1981,1973,8
PC/1/73,BI/10684/82,NA,1982,1973,9
PC/1/73,OS/13676/83,NA,1983,1973,10
PC/1/73,NL/333/85,NA,1985,1973,12
PC/1/73,BA/1/79,0,1979,1973,6
PC/1/73,PH/2/82,0,1982,1973,9
PC/1/73,CE/1/84,NA,1984,1973,11
PC/1/73,LE/360/86,0,1986,1973,13
PC/1/73,VI/1/88,NA,1988,1973,15
PC/1/73,CC/2/88,NA,1988,1973,15
PC/1/73,ST/12/88,NA,1988,1973,15
PC/1/73,EN/138/89,NA,1989,1973,16
PC/1/73,EI/3447/89,NA,1989,1973,16
PC/1/73,EN/427/88,NA,1988,1973,15
PC/1/73,GE/5007/89,NA,1989,1973,16
PC/1/73,WE/3/90,NA,1990,1973,17
PC/1/73,WK/1/89,NA,1989,1973,16
PC/1/73,AT/3572DASH5/88,NA,1988,1973,15
PC/1/73,SH/11/87,0,1987,1973,14
PC/1/73,GU/54/89,0,1989,1973,16
PC/1/73,HK/1/89,NA,1989,1973,16
PC/1/73,NL/650/89,NA,1989,1973,16
PC/1/73,NL/738/89,NA,1989,1973,16
PC/1/73,SP/35/89,NA,1989,1973,16
PC/1/73,SP/40/89,NA,1989,1973,16
PC/1/73,WE/5/89,NA,1989,1973,16
PC/1/73,ME/2/90,NA,1990,1973,17
PC/1/73,SU/1/90,NA,1990,1973,17
PC/1/73,VI/33/92,NA,1992,1973,19
PC/1/73,NL/891/91,NA,1991,1973,18
PC/1/73,CA/1/91,NA,1991,1973,18
PC/1/73,EN/260/91,NA,1991,1973,18
PC/1/73,EN/261/91,NA,1991,1973,18
PC/1/73,MA/G12/91,NA,1991,1973,18
PC/1/73,NL/816/91,NA,1991,1973,18
PC/1/73,AM/4112/92,NA,1992,1973,19
PC/1/73,ES/1285/92,NA,1992,1973,19
PC/1/73,FI/220/92,NA,1992,1973,19
PC/1/73,MA/G58/92,NA,1992,1973,19
PC/1/73,NI/3129/92,NA,1992,1973,19
PC/1/73,NL/819/92,NA,1992,1973,19
PC/1/73,NL/935/92,NA,1992,1973,19
PC/1/73,PA/583/92,NA,1992,1973,19
PC/1/73,PA/614/92,NA,1992,1973,19
PC/1/73,SA/8/92,NA,1992,1973,19
PC/1/73,SA/23/92,NA,1992,1973,19
PC/1/73,SA/27/92,NA,1992,1973,19
PC/1/73,ST/7/92,NA,1992,1973,19
PC/1/73,VI/68/92,NA,1992,1973,19
PC/1/73,GE/5366/91,NA,1991,1973,18
PC/1/73,BE/353/89,0,1989,1973,16
PC/1/73,LY/1182/91,NA,1991,1973,18
PC/1/73,BE/352/89,NA,1989,1973,16
PC/1/73,PA/467/92,NA,1992,1973,19
PC/1/73,TI/5957/92,NA,1992,1973,19
PC/1/73,AT/211/89,NA,1989,1973,16
PC/1/73,SP/34/89,NA,1989,1973,16
PC/1/73,SP/36/89,NA,1989,1973,16
PC/1/73,SP/53/89,NA,1989,1973,16
PC/1/73,VI/1/89,NA,1989,1973,16
PC/1/73,ME/5/90,NA,1990,1973,17
PC/1/73,SH/24/90,NA,1990,1973,17
PC/1/73,BE/32/92,0,1992,1973,19
PC/1/73,FI/247/92,NA,1992,1973,19
PC/1/73,NL/938/92,NA,1992,1973,19
PC/1/73,SE/C273/92,NA,1992,1973,19
PC/1/73,ST/12/92,NA,1992,1973,19
PC/1/73,ST/13/92,NA,1992,1973,19
PC/1/73,UM/1982/92,NA,1992,1973,19
PC/1/73,UM/2000/92,NA,1992,1973,19
PC/1/73,AK/4/93,NA,1993,1973,20
PC/1/73,ES/5458/93,NA,1993,1973,20
PC/1/73,MA/G101/93,NA,1993,1973,20
PC/1/73,MA/G109/93,NA,1993,1973,20
PC/1/73,MA/G116/93,NA,1993,1973,20
PC/1/73,MA/G122/93,NA,1993,1973,20
PC/1/73,MA/G130/93,NA,1993,1973,20
PC/1/73,NL/3/93,NA,1993,1973,20
PC/1/73,NL/17/93,NA,1993,1973,20
PC/1/73,NL/101/93,NA,1993,1973,20
PC/1/73,NL/115/93,NA,1993,1973,20
PC/1/73,NL/126/93,NA,1993,1973,20
PC/1/73,NL/165/93,NA,1993,1973,20
PC/1/73,NL/179/93,NA,1993,1973,20
PC/1/73,PA/287/93,NA,1993,1973,20
PC/1/73,SG/6/93,NA,1993,1973,20
PC/1/73,YA/56/93,NA,1993,1973,20
PC/1/73,YA/61/93,NA,1993,1973,20
PC/1/73,YA/62/93,NA,1993,1973,20
PC/1/73,NL/399/93,NA,1993,1973,20
PC/1/73,SD/9/93,0,1993,1973,20
PC/1/73,LY/672/93,NA,1993,1973,20
PC/1/73,LY/1803/93,NA,1993,1973,20
PC/1/73,NL/357/93,NA,1993,1973,20
PC/1/73,NL/371/93,NA,1993,1973,20
PC/1/73,NL/372/93,NA,1993,1973,20
PC/1/73,NL/398/93,NA,1993,1973,20
PC/1/73,NL/440/93,NA,1993,1973,20
PC/1/73,OS/2219/93,NA,1993,1973,20
PC/1/73,OS/2352/93,NA,1993,1973,20
PC/1/73,ST/20/93,NA,1993,1973,20
PC/1/73,VI/104/93,NA,1993,1973,20
PC/1/73,WE/59/93,NA,1993,1973,20
PC/1/73,SP/19/93,NA,1993,1973,20
PC/1/73,LY/1815/93,NA,1993,1973,20
PC/1/73,LY/22686/93,NA,1993,1973,20
PC/1/73,LY/23602/93,NA,1993,1973,20
PC/1/73,SP/3/93,NA,1993,1973,20
PC/1/73,HK/1/94,NA,1994,1973,21
PC/1/73,HK/2/94,NA,1994,1973,21
PC/1/73,HK/55/94,NA,1994,1973,21
PC/1/73,HK/56/94,NA,1994,1973,21
PC/1/73,SA/15/94,NA,1994,1973,21
PC/1/73,SA/25/94,NA,1994,1973,21
PC/1/73,GD/25/93,0,1993,1973,20
PC/1/73,SL/142/93,NA,1993,1973,20
PC/1/73,SL/160/93,NA,1993,1973,20
PC/1/73,EN/7/94,NA,1994,1973,21
PC/1/73,JO/33/94,0,1994,1973,21
PC/1/73,FI/338/95,NA,1995,1973,22
PC/1/73,ST/506/95,NA,1995,1973,22
PC/1/73,JO/47/94,NA,1994,1973,21
PC/1/73,GE/A9509/95,NA,1995,1973,22
PC/1/73,HK/32/95,NA,1995,1973,22
PC/1/73,GE/6447/91,NA,1991,1973,18
PC/1/73,LY/1189/91,NA,1991,1973,18
PC/1/73,LY/1276/91,NA,1991,1973,18
PC/1/73,LY/1337/91,NA,1991,1973,18
PC/1/73,LY/1373/91,NA,1991,1973,18
PC/1/73,LY/1594/91,NA,1991,1973,18
PC/1/73,LY/23672/91,NA,1991,1973,18
PC/1/73,LY/24103/91,NA,1991,1973,18
PC/1/73,LY/24222/91,NA,1991,1973,18
PC/1/73,ST/20/91,NA,1991,1973,18
PC/1/73,FI/218/92,NA,1992,1973,19
PC/1/73,GE/5113/92,NA,1992,1973,19
PC/1/73,HO/56798/92,NA,1992,1973,19
PC/1/73,HO/56829/92,NA,1992,1973,19
PC/1/73,HO/56941/92,NA,1992,1973,19
PC/1/73,OV/31/92,NA,1992,1973,19
PC/1/73,NI/3126/92,NA,1992,1973,19
PC/1/73,NL/823/92,NA,1992,1973,19
PC/1/73,PA/320/92,NA,1992,1973,19
PC/1/73,PA/325/92,NA,1992,1973,19
PC/1/73,PA/407/92,NA,1992,1973,19
PC/1/73,PA/417/92,NA,1992,1973,19
PC/1/73,PA/424/92,NA,1992,1973,19
PC/1/73,PA/457/92,NA,1992,1973,19
PC/1/73,PA/490/92,NA,1992,1973,19
PC/1/73,PA/512/92,NA,1992,1973,19
PC/1/73,PA/548/92,NA,1992,1973,19
PC/1/73,PA/564/92,NA,1992,1973,19
PC/1/73,PA/597/92,NA,1992,1973,19
PC/1/73,RD/100540/92,NA,1992,1973,19
PC/1/73,ST/8/92,NA,1992,1973,19
PC/1/73,FI/339/95,NA,1995,1973,22
PC/1/73,HK/3/95,NA,1995,1973,22
PC/1/73,FI/381/95,NA,1995,1973,22
PC/1/73,HK/38/95,NA,1995,1973,22
PC/1/73,HK/49/95,NA,1995,1973,22
PC/1/73,HK/55/95,NA,1995,1973,22
PC/1/73,LY/2279/95,0,1995,1973,22
PC/1/73,NA/933/95,0,1995,1973,22
PC/1/73,NL/271/95,NA,1995,1973,22
PC/1/73,VI/75/95,NA,1995,1973,22
PC/1/73,WU/359/95,NA,1995,1973,22
PC/1/73,BR/8/96,NA,1996,1973,23
PC/1/73,GE/3958/96,NA,1996,1973,23
PC/1/73,HK/20/96,NA,1996,1973,23
PC/1/73,HK/42/96,NA,1996,1973,23
PC/1/73,HK/357/96,NA,1996,1973,23
PC/1/73,HK/358/96,NA,1996,1973,23
PC/1/73,HK/434/96,NA,1996,1973,23
PC/1/73,NL/91/96,NA,1996,1973,23
PC/1/73,SP/1/96,0,1996,1973,23
PC/1/73,HK/1/97,NA,1997,1973,24
PC/1/73,NE/491/97,NA,1997,1973,24
PC/1/73,AU/10/97,0,1997,1973,24
PC/1/73,HK/280/97,NA,1997,1973,24
PC/1/73,NL/300/97,0,1997,1973,24
PC/1/73,SY/5/97,0,1997,1973,24
PC/1/73,NL/5/98,0,1998,1973,25
PC/1/73,LY/1781/96,NA,1996,1973,23
PC/1/73,JO/10/97,NA,1997,1973,24
PC/1/73,OS/21/97,NA,1997,1973,24
PC/1/73,OS/244/97,NA,1997,1973,24
PC/1/73,NL/414/98,0,1998,1973,25
PC/1/73,NL/462/98,NA,1998,1973,25
PC/1/73,MW/10/99,NA,1999,1973,26
PC/1/73,NL/301/99,NA,1999,1973,26
PC/1/73,NL/3/00,NA,2000,1973,27
PC/1/73,NL/427/98,0,1998,1973,25
PC/1/73,TE/1/77,5,1977,1973,4
PC/1/73,GF/V728/85,NA,1985,1973,12
PC/1/73,PM/2007/99,NA,1999,1973,26
PC/1/73,NL/118/01,NA,2001,1973,28
PC/1/73,NL/126/01,NA,2001,1973,28
PC/1/73,NL/1/02,NA,2002,1973,29
PC/1/73,NL/120/02,NA,2002,1973,29
PC/1/73,NL/18/94,0,1994,1973,21
PC/1/73,FU/411/02,NA,2002,1973,29
PC/1/73,NL/22/03,NA,2003,1973,30
PC/1/73,NL/213/03,NA,2003,1973,30
PC/1/73,NL/217/03,NA,2003,1973,30
PC/1/73,NL/222/03,NA,2003,1973,30
PC/1/73,FI/170/03,NA,2003,1973,30
PC/1/73,NL/124/01,NA,2001,1973,28
PC/1/73,NL/20/03,NA,2003,1973,30
PC/1/73,HK/1/68,2.4059923596758366,1968,1973,-5
PC/1/73,HK/107/71,7,1971,1973,-2
PC/1/73,EN/42/72,7,1972,1973,-1
PC/1/73,PC/1/73,6.938991438775543,1973,1973,0
PC/1/73,VI/3/75,7,1975,1973,2
SL/840/74,BI/15793/68,NA,1968,1974,-6
SL/840/74,BI/16190/68,2,1968,1974,-6
SL/840/74,BI/16398/68,2.867896463992655,1968,1974,-6
SL/840/74,BI/808/69,3,1969,1974,-5
SL/840/74,BI/908/69,2,1969,1974,-5
SL/840/74,BI/17938/69,2.070389327891398,1969,1974,-5
SL/840/74,BI/93/70,2.5109619192773796,1970,1974,-4
SL/840/74,BI/2668/70,1.2630344058337937,1970,1974,-4
SL/840/74,BI/6449/71,NA,1971,1974,-3
SL/840/74,BI/21438/71,3.292781749227846,1971,1974,-3
SL/840/74,BI/21801/71,3.292781749227846,1971,1974,-3
SL/840/74,BI/6022/72,4.498250867527825,1972,1974,-2
SL/840/74,BI/5168/76,3,1976,1974,2
SL/840/74,BI/4273/75,8,1975,1974,1
SL/840/74,BI/334/75,4,1975,1974,1
SL/840/74,BI/1843/75,4,1975,1974,1
SL/840/74,BI/21793/72,6,1972,1974,-2
SL/840/74,BI/23290/72,5,1972,1974,-2
SL/840/74,BI/23337/72,5,1972,1974,-2
SL/840/74,BI/552/73,6,1973,1974,-1
SL/840/74,BI/748/73,4.862947248020921,1973,1974,-1
SL/840/74,BI/3517/73,5,1973,1974,-1
SL/840/74,BI/5146/74,6,1974,1974,0
SL/840/74,BI/5930/74,4,1974,1974,0
SL/840/74,BI/5931/74,3,1974,1974,0
SL/840/74,BI/7398/74,5,1974,1974,0
SL/840/74,BI/9459/74,5,1974,1974,0
SL/840/74,BI/2600/75,8,1975,1974,1
SL/840/74,BI/2813/75,4,1975,1974,1
SL/840/74,BI/628/76,3,1976,1974,2
SL/840/74,BI/1761/76,4,1976,1974,2
SL/840/74,BI/2271/76,4,1976,1974,2
SL/840/74,BI/5029/76,2,1976,1974,2
SL/840/74,BI/5657/76,3,1976,1974,2
SL/840/74,BI/6545/76,3,1976,1974,2
SL/840/74,AM/1609/77,3,1977,1974,3
SL/840/74,BI/3895/77,4,1977,1974,3
SL/840/74,RD/5828/77,5,1977,1974,3
SL/840/74,RD/8179/77,4,1977,1974,3
SL/840/74,NL/209/80,0,1980,1974,6
SL/840/74,RD/577/80,0,1980,1974,6
SL/840/74,NL/233/82,NA,1982,1974,8
SL/840/74,NL/241/82,NA,1982,1974,8
SL/840/74,NL/330/85,NA,1985,1974,11
SL/840/74,ST/10/85,NA,1985,1974,11
SL/840/74,CO/2/86,0,1986,1974,12
SL/840/74,NL/450/88,NA,1988,1974,14
SL/840/74,NL/620/89,NA,1989,1974,15
SL/840/74,VI/2/90,NA,1990,1974,16
SL/840/74,LY/1149/91,NA,1991,1974,17
SL/840/74,MA/G102/93,NA,1993,1974,19
SL/840/74,MA/G252/93,NA,1993,1974,19
SL/840/74,NL/241/93,NA,1993,1974,19
SL/840/74,NL/1/95,NA,1995,1974,21
SL/840/74,WE/4/85,0,1985,1974,11
SL/840/74,OK/5/88,NA,1988,1974,14
SL/840/74,SI/2/87,0,1987,1974,13
SL/840/74,VI/7/87,NA,1987,1974,13
SL/840/74,AL/4382/82,NA,1982,1974,8
SL/840/74,LY/2380/81,NA,1981,1974,7
SL/840/74,BI/4791/81,NA,1981,1974,7
SL/840/74,BI/10684/82,NA,1982,1974,8
SL/840/74,OS/13676/83,NA,1983,1974,9
SL/840/74,NL/333/85,NA,1985,1974,11
SL/840/74,BA/1/79,0,1979,1974,5
SL/840/74,PH/2/82,0,1982,1974,8
SL/840/74,CE/1/84,NA,1984,1974,10
SL/840/74,LE/360/86,0,1986,1974,12
SL/840/74,VI/1/88,NA,1988,1974,14
SL/840/74,CC/2/88,NA,1988,1974,14
SL/840/74,ST/12/88,NA,1988,1974,14
SL/840/74,EN/138/89,NA,1989,1974,15
SL/840/74,EI/3447/89,NA,1989,1974,15
SL/840/74,EN/427/88,NA,1988,1974,14
SL/840/74,GE/5007/89,NA,1989,1974,15
SL/840/74,WE/3/90,NA,1990,1974,16
SL/840/74,WK/1/89,NA,1989,1974,15
SL/840/74,AT/3572DASH5/88,NA,1988,1974,14
SL/840/74,SH/11/87,0,1987,1974,13
SL/840/74,GU/54/89,0,1989,1974,15
SL/840/74,HK/1/89,NA,1989,1974,15
SL/840/74,NL/650/89,NA,1989,1974,15
SL/840/74,NL/738/89,NA,1989,1974,15
SL/840/74,SP/35/89,NA,1989,1974,15
SL/840/74,SP/40/89,NA,1989,1974,15
SL/840/74,WE/5/89,NA,1989,1974,15
SL/840/74,ME/2/90,NA,1990,1974,16
SL/840/74,SU/1/90,NA,1990,1974,16
SL/840/74,VI/33/92,NA,1992,1974,18
SL/840/74,NL/891/91,NA,1991,1974,17
SL/840/74,CA/1/91,NA,1991,1974,17
SL/840/74,EN/260/91,NA,1991,1974,17
SL/840/74,EN/261/91,NA,1991,1974,17
SL/840/74,MA/G12/91,NA,1991,1974,17
SL/840/74,NL/816/91,NA,1991,1974,17
SL/840/74,AM/4112/92,NA,1992,1974,18
SL/840/74,ES/1285/92,NA,1992,1974,18
SL/840/74,FI/220/92,NA,1992,1974,18
SL/840/74,MA/G58/92,NA,1992,1974,18
SL/840/74,NI/3129/92,NA,1992,1974,18
SL/840/74,NL/819/92,NA,1992,1974,18
SL/840/74,NL/935/92,NA,1992,1974,18
SL/840/74,PA/583/92,NA,1992,1974,18
SL/840/74,PA/614/92,NA,1992,1974,18
SL/840/74,SA/8/92,NA,1992,1974,18
SL/840/74,SA/23/92,NA,1992,1974,18
SL/840/74,SA/27/92,NA,1992,1974,18
SL/840/74,ST/7/92,NA,1992,1974,18
SL/840/74,VI/68/92,NA,1992,1974,18
SL/840/74,GE/5366/91,NA,1991,1974,17
SL/840/74,BE/353/89,0,1989,1974,15
SL/840/74,LY/1182/91,NA,1991,1974,17
SL/840/74,BE/352/89,NA,1989,1974,15
SL/840/74,PA/467/92,NA,1992,1974,18
SL/840/74,TI/5957/92,NA,1992,1974,18
SL/840/74,AT/211/89,NA,1989,1974,15
SL/840/74,SP/34/89,NA,1989,1974,15
SL/840/74,SP/36/89,NA,1989,1974,15
SL/840/74,SP/53/89,NA,1989,1974,15
SL/840/74,VI/1/89,NA,1989,1974,15
SL/840/74,ME/5/90,NA,1990,1974,16
SL/840/74,SH/24/90,NA,1990,1974,16
SL/840/74,BE/32/92,0,1992,1974,18
SL/840/74,FI/247/92,NA,1992,1974,18
SL/840/74,NL/938/92,NA,1992,1974,18
SL/840/74,SE/C273/92,NA,1992,1974,18
SL/840/74,ST/12/92,NA,1992,1974,18
SL/840/74,ST/13/92,NA,1992,1974,18
SL/840/74,UM/1982/92,NA,1992,1974,18
SL/840/74,UM/2000/92,NA,1992,1974,18
SL/840/74,AK/4/93,NA,1993,1974,19
SL/840/74,ES/5458/93,NA,1993,1974,19
SL/840/74,MA/G101/93,NA,1993,1974,19
SL/840/74,MA/G109/93,NA,1993,1974,19
SL/840/74,MA/G116/93,NA,1993,1974,19
SL/840/74,MA/G122/93,NA,1993,1974,19
SL/840/74,MA/G130/93,NA,1993,1974,19
SL/840/74,NL/3/93,NA,1993,1974,19
SL/840/74,NL/17/93,NA,1993,1974,19
SL/840/74,NL/101/93,NA,1993,1974,19
SL/840/74,NL/115/93,NA,1993,1974,19
SL/840/74,NL/126/93,NA,1993,1974,19
SL/840/74,NL/165/93,NA,1993,1974,19
SL/840/74,NL/179/93,NA,1993,1974,19
SL/840/74,PA/287/93,NA,1993,1974,19
SL/840/74,SG/6/93,NA,1993,1974,19
SL/840/74,YA/56/93,NA,1993,1974,19
SL/840/74,YA/61/93,NA,1993,1974,19
SL/840/74,YA/62/93,NA,1993,1974,19
SL/840/74,NL/399/93,NA,1993,1974,19
SL/840/74,SD/9/93,0,1993,1974,19
SL/840/74,LY/672/93,NA,1993,1974,19
SL/840/74,LY/1803/93,NA,1993,1974,19
SL/840/74,NL/357/93,NA,1993,1974,19
SL/840/74,NL/371/93,NA,1993,1974,19
SL/840/74,NL/372/93,NA,1993,1974,19
SL/840/74,NL/398/93,NA,1993,1974,19
SL/840/74,NL/440/93,NA,1993,1974,19
SL/840/74,OS/2219/93,NA,1993,1974,19
SL/840/74,OS/2352/93,NA,1993,1974,19
SL/840/74,ST/20/93,NA,1993,1974,19
SL/840/74,VI/104/93,NA,1993,1974,19
SL/840/74,WE/59/93,NA,1993,1974,19
SL/840/74,SP/19/93,NA,1993,1974,19
SL/840/74,LY/1815/93,NA,1993,1974,19
SL/840/74,LY/22686/93,NA,1993,1974,19
SL/840/74,LY/23602/93,NA,1993,1974,19
SL/840/74,SP/3/93,NA,1993,1974,19
SL/840/74,HK/1/94,NA,1994,1974,20
SL/840/74,HK/2/94,NA,1994,1974,20
SL/840/74,HK/55/94,NA,1994,1974,20
SL/840/74,HK/56/94,NA,1994,1974,20
SL/840/74,SA/15/94,NA,1994,1974,20
SL/840/74,SA/25/94,NA,1994,1974,20
SL/840/74,GD/25/93,NA,1993,1974,19
SL/840/74,SL/142/93,NA,1993,1974,19
SL/840/74,SL/160/93,NA,1993,1974,19
SL/840/74,EN/7/94,NA,1994,1974,20
SL/840/74,JO/33/94,0,1994,1974,20
SL/840/74,FI/338/95,NA,1995,1974,21
SL/840/74,ST/506/95,NA,1995,1974,21
SL/840/74,JO/47/94,NA,1994,1974,20
SL/840/74,GE/A9509/95,NA,1995,1974,21
SL/840/74,HK/32/95,NA,1995,1974,21
SL/840/74,GE/6447/91,NA,1991,1974,17
SL/840/74,LY/1189/91,NA,1991,1974,17
SL/840/74,LY/1276/91,NA,1991,1974,17
SL/840/74,LY/1337/91,NA,1991,1974,17
SL/840/74,LY/1373/91,NA,1991,1974,17
SL/840/74,LY/1594/91,NA,1991,1974,17
SL/840/74,LY/23672/91,NA,1991,1974,17
SL/840/74,LY/24103/91,NA,1991,1974,17
SL/840/74,LY/24222/91,NA,1991,1974,17
SL/840/74,ST/20/91,NA,1991,1974,17
SL/840/74,FI/218/92,NA,1992,1974,18
SL/840/74,GE/5113/92,NA,1992,1974,18
SL/840/74,HO/56798/92,NA,1992,1974,18
SL/840/74,HO/56829/92,NA,1992,1974,18
SL/840/74,HO/56941/92,NA,1992,1974,18
SL/840/74,OV/31/92,NA,1992,1974,18
SL/840/74,NI/3126/92,NA,1992,1974,18
SL/840/74,NL/823/92,NA,1992,1974,18
SL/840/74,PA/320/92,NA,1992,1974,18
SL/840/74,PA/325/92,NA,1992,1974,18
SL/840/74,PA/407/92,NA,1992,1974,18
SL/840/74,PA/417/92,NA,1992,1974,18
SL/840/74,PA/424/92,NA,1992,1974,18
SL/840/74,PA/457/92,NA,1992,1974,18
SL/840/74,PA/490/92,NA,1992,1974,18
SL/840/74,PA/512/92,NA,1992,1974,18
SL/840/74,PA/548/92,NA,1992,1974,18
SL/840/74,PA/564/92,NA,1992,1974,18
SL/840/74,PA/597/92,NA,1992,1974,18
SL/840/74,RD/100540/92,NA,1992,1974,18
SL/840/74,ST/8/92,NA,1992,1974,18
SL/840/74,FI/339/95,NA,1995,1974,21
SL/840/74,HK/3/95,NA,1995,1974,21
SL/840/74,FI/381/95,NA,1995,1974,21
SL/840/74,HK/38/95,NA,1995,1974,21
SL/840/74,HK/49/95,NA,1995,1974,21
SL/840/74,HK/55/95,NA,1995,1974,21
SL/840/74,LY/2279/95,NA,1995,1974,21
SL/840/74,NA/933/95,NA,1995,1974,21
SL/840/74,NL/271/95,NA,1995,1974,21
SL/840/74,VI/75/95,NA,1995,1974,21
SL/840/74,WU/359/95,NA,1995,1974,21
SL/840/74,BR/8/96,NA,1996,1974,22
SL/840/74,GE/3958/96,NA,1996,1974,22
SL/840/74,HK/20/96,NA,1996,1974,22
SL/840/74,HK/42/96,NA,1996,1974,22
SL/840/74,HK/357/96,NA,1996,1974,22
SL/840/74,HK/358/96,NA,1996,1974,22
SL/840/74,HK/434/96,NA,1996,1974,22
SL/840/74,NL/91/96,NA,1996,1974,22
SL/840/74,SP/1/96,NA,1996,1974,22
SL/840/74,HK/1/97,NA,1997,1974,23
SL/840/74,NE/491/97,NA,1997,1974,23
SL/840/74,AU/10/97,NA,1997,1974,23
SL/840/74,HK/280/97,NA,1997,1974,23
SL/840/74,NL/300/97,NA,1997,1974,23
SL/840/74,SY/5/97,NA,1997,1974,23
SL/840/74,NL/5/98,NA,1998,1974,24
SL/840/74,LY/1781/96,NA,1996,1974,22
SL/840/74,JO/10/97,NA,1997,1974,23
SL/840/74,OS/21/97,NA,1997,1974,23
SL/840/74,OS/244/97,NA,1997,1974,23
SL/840/74,NL/414/98,NA,1998,1974,24
SL/840/74,NL/462/98,NA,1998,1974,24
SL/840/74,MW/10/99,NA,1999,1974,25
SL/840/74,NL/301/99,NA,1999,1974,25
SL/840/74,NL/3/00,NA,2000,1974,26
SL/840/74,NL/427/98,NA,1998,1974,24
SL/840/74,TE/1/77,0,1977,1974,3
SL/840/74,GF/V728/85,NA,1985,1974,11
SL/840/74,PM/2007/99,NA,1999,1974,25
SL/840/74,NL/118/01,NA,2001,1974,27
SL/840/74,NL/126/01,NA,2001,1974,27
SL/840/74,NL/1/02,NA,2002,1974,28
SL/840/74,NL/120/02,NA,2002,1974,28
SL/840/74,NL/18/94,NA,1994,1974,20
SL/840/74,FU/411/02,NA,2002,1974,28
SL/840/74,NL/22/03,NA,2003,1974,29
SL/840/74,NL/213/03,NA,2003,1974,29
SL/840/74,NL/217/03,NA,2003,1974,29
SL/840/74,NL/222/03,NA,2003,1974,29
SL/840/74,FI/170/03,NA,2003,1974,29
SL/840/74,NL/124/01,NA,2001,1974,27
SL/840/74,NL/20/03,NA,2003,1974,29
SL/840/74,HK/1/68,0,1968,1974,-6
SL/840/74,HK/107/71,5,1971,1974,-3
SL/840/74,EN/42/72,6,1972,1974,-2
SL/840/74,PC/1/73,6,1973,1974,-1
SL/840/74,VI/3/75,5,1975,1974,1
VI/3A/75,BI/15793/68,2.655351828612554,1968,1975,-7
VI/3A/75,BI/16190/68,2,1968,1975,-7
VI/3A/75,BI/16398/68,3.1538053360790355,1968,1975,-7
VI/3A/75,BI/808/69,4,1969,1975,-6
VI/3A/75,BI/908/69,2.5109619192773796,1969,1975,-6
